Index,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,Temporada
917,2007-12-16,Murcia,Santander,2,1,H,0,0,D,12,9,4,3,16,16,9,6,3,3,0,0,2.5,3.25,2.8,2.45,2.95,2.8,2.5,3.0,2.7,2.5,2.9,2.62,2.3,3.2,2.75,2008
918,2007-12-16,Real Madrid,Osasuna,2,0,H,1,0,H,16,11,5,4,24,13,3,6,2,0,0,0,1.28,5.25,11.0,1.25,5.0,10.0,1.27,4.4,10.0,1.29,4.5,8.0,1.25,5.0,10.0,2008
919,2007-12-16,Recreativo,Ath Madrid,0,0,D,0,0,D,11,15,3,6,18,20,9,5,3,4,0,0,2.9,3.3,2.4,03.05,03.05,2.25,3.1,3.0,2.2,2.8,3.2,2.2,3.0,3.2,2.2,2008
920,2007-12-16,Valladolid,Sevilla,0,0,D,0,0,D,13,8,4,2,17,16,8,3,3,2,0,2,2.9,3.3,2.4,3.13,2.95,2.25,2.7,3.1,2.4,2.75,3.1,2.3,3.0,3.1,2.25,2008
921,2007-12-22,Almeria,Getafe,0,2,A,0,1,A,6,7,2,3,29,15,2,2,4,3,1,0,2.4,3.3,2.9,2.35,2.9,3.0,2.3,3.0,2.9,2.3,2.9,2.9,2.3,3.1,2.9,2008
922,2007-12-22,Sevilla,Santander,4,1,H,1,0,H,17,8,7,6,17,19,5,4,4,3,0,1,1.61,3.6,5.75,1.6,3.3,5.65,1.6,3.5,5.0,1.62,3.3,5.0,1.55,3.5,5.5,2008
923,2007-12-22,Zaragoza,Valencia,2,2,D,2,0,H,10,14,4,6,21,27,1,6,4,5,0,0,2.1,3.3,3.5,2.17,2.9,3.35,2.2,3.1,3.0,2.0,3.3,3.1,2.0,3.2,3.4,2008
924,2007-12-23,Ath Bilbao,Murcia,1,1,D,1,0,H,14,19,4,4,20,21,4,3,4,3,1,0,1.95,3.3,4.0,1.8,3.1,4.5,1.8,3.1,4.2,1.91,3.2,3.5,1.9,3.2,3.75,2008
925,2007-12-23,Ath Madrid,Espanol,1,2,A,1,0,H,8,18,4,5,16,17,2,6,1,2,2,0,1.95,3.3,4.0,1.95,2.97,3.95,1.9,3.1,3.8,1.91,3.2,3.5,1.9,3.2,3.75,2008
926,2007-12-23,Barcelona,Real Madrid,0,1,A,0,1,A,16,11,6,5,19,23,7,0,2,1,0,0,2.0,3.4,3.7,2.15,3.15,3.15,2.0,3.1,3.4,1.91,3.0,3.75,2.0,3.2,3.4,2008
927,2007-12-23,Levante,La Coruna,0,1,A,0,0,D,10,13,4,3,19,10,7,9,0,2,0,0,2.8,3.25,2.5,3.0,03.05,2.26,2.5,3.2,2.5,2.62,3.1,2.38,2.8,3.1,2.35,2008
928,2007-12-23,Osasuna,Mallorca,3,1,H,1,0,H,11,11,5,2,25,18,3,3,4,5,0,0,2.2,3.3,3.25,2.15,2.9,3.4,2.1,3.0,3.3,2.1,3.2,3.0,2.1,3.0,3.4,2008
929,2007-12-23,Valladolid,Betis,0,0,D,0,0,D,8,6,2,3,16,27,9,4,3,5,0,0,2.2,3.3,3.25,2.17,2.95,3.3,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.0,3.4,2008
930,2007-12-23,Villarreal,Recreativo,1,1,D,1,1,D,16,8,7,4,18,19,7,6,3,3,0,0,1.53,3.8,6.5,1.45,3.6,7.3,1.5,3.6,6.0,1.5,3.4,6.0,1.5,3.4,6.5,2008
931,2008-01-05,Espanol,Villarreal,3,0,H,3,0,H,13,10,7,2,18,18,5,3,1,2,0,0,2.3,3.3,3.1,2.15,03.05,3.25,2.1,3.0,3.3,2.15,3.2,2.9,2.1,3.2,3.2,2008
932,2008-01-05,Mallorca,Barcelona,0,2,A,0,0,D,10,15,2,4,16,12,2,5,1,3,0,0,4.75,3.5,1.75,05.05,3.15,1.7,4.0,3.2,1.8,4.33,3.4,1.67,5.0,3.3,1.65,2008
933,2008-01-06,Getafe,Valladolid,0,3,A,0,0,D,11,13,5,4,11,18,8,7,2,1,0,0,1.95,3.4,3.9,1.95,3.12,3.7,1.9,3.1,3.8,1.91,3.2,3.5,1.9,3.2,3.75,2008
934,2008-01-06,La Coruna,Ath Madrid,0,3,A,0,1,A,10,9,4,4,17,27,3,3,2,1,0,0,2.87,3.3,2.4,3.2,3.1,2.15,2.8,3.1,2.3,2.8,3.2,2.2,2.9,3.2,2.25,2008
935,2008-01-06,Murcia,Osasuna,2,0,H,0,0,D,12,12,6,2,22,14,7,4,2,1,0,0,2.4,3.3,2.87,2.25,3.0,3.1,2.2,3.1,3.0,2.2,3.1,2.88,2.3,3.2,2.8,2008
936,2008-01-06,Real Madrid,Zaragoza,2,0,H,0,0,D,14,24,3,11,18,18,5,4,2,2,0,0,1.33,4.75,10.0,1.3,4.5,9.0,1.3,4.4,8.5,1.3,4.33,8.0,1.25,5.0,9.5,2008
937,2008-01-06,Recreativo,Almeria,1,1,D,1,1,D,18,11,9,4,11,24,10,4,2,4,0,0,2.15,3.3,3.4,02.05,03.05,3.47,2.0,3.1,3.4,02.05,3.2,3.1,2.1,3.2,3.2,2008
938,2008-01-06,Santander,Ath Bilbao,1,0,H,1,0,H,12,10,2,3,13,20,3,5,1,2,0,0,02.05,3.25,3.75,1.9,03.05,4.0,2.0,3.1,3.4,2.0,3.0,3.4,2.0,3.2,3.4,2008
939,2008-01-06,Sevilla,Betis,3,0,H,2,0,H,20,4,10,1,18,20,6,6,2,4,0,0,1.61,3.4,6.5,1.57,3.25,6.4,1.6,3.4,5.2,1.57,3.3,5.5,1.5,3.4,7.0,2008
940,2008-01-06,Valencia,Levante,0,0,D,0,0,D,15,8,7,2,17,29,13,5,1,3,1,0,1.33,4.75,9.5,1.35,4.0,9.0,1.4,3.7,7.5,1.4,3.75,7.0,1.3,4.5,8.5,2008
941,2008-01-12,Ath Bilbao,Sevilla,2,0,H,1,0,H,13,9,6,1,18,13,4,4,1,1,0,1,3.0,3.25,2.35,3.1,3.1,2.2,2.8,3.1,2.3,2.75,3.1,2.3,3.1,3.0,2.25,2008
942,2008-01-12,Barcelona,Murcia,4,0,H,1,0,H,18,9,10,3,13,9,4,5,3,1,0,0,1.18,6.0,19.0,1.15,6.5,13.0,1.17,5.4,13.0,1.14,5.5,15.0,1.17,5.5,15.0,2008
943,2008-01-13,Almeria,Espanol,1,0,H,0,0,D,17,8,4,2,24,18,10,6,3,4,0,0,3.2,3.25,2.25,3.25,3.15,2.1,2.9,3.0,2.3,2.9,3.2,2.15,3.0,3.1,2.25,2008
944,2008-01-13,Ath Madrid,Valencia,1,0,H,1,0,H,16,12,7,8,19,15,4,5,4,2,0,0,2.0,3.3,3.75,1.95,3.2,3.6,2.0,3.0,3.6,1.83,3.2,3.75,2.0,3.1,3.5,2008
945,2008-01-13,Betis,Getafe,3,2,H,2,0,H,8,23,3,10,33,17,3,8,2,3,0,0,2.35,3.25,3.0,2.2,3.1,3.1,2.2,3.0,3.1,2.2,3.2,2.8,2.2,3.1,3.0,2008
946,2008-01-13,Levante,Real Madrid,0,2,A,0,0,D,15,15,1,7,17,15,8,1,1,0,0,0,9.0,5.0,1.33,8.0,4.25,1.35,7.5,3.7,1.4,8.0,4.33,1.3,7.5,4.5,1.33,2008
947,2008-01-13,Osasuna,Santander,0,2,A,0,0,D,19,10,5,4,9,23,9,3,0,4,0,0,2.25,3.25,3.2,2.15,03.05,3.25,2.2,3.0,3.1,2.2,3.1,2.88,2.2,3.0,3.1,2008
948,2008-01-13,Valladolid,Recreativo,3,1,H,2,1,H,12,7,4,4,18,14,6,2,0,1,0,0,2.0,3.3,3.75,2.0,3.15,3.5,2.1,2.9,3.4,1.95,3.1,3.5,1.9,3.1,3.75,2008
949,2008-01-13,Villarreal,La Coruna,4,3,H,1,1,D,13,12,7,4,23,28,1,4,2,1,0,1,1.57,3.75,6.0,1.55,3.55,5.75,1.65,3.3,4.9,1.57,3.5,5.0,1.6,3.5,5.0,2008
950,2008-01-13,Zaragoza,Mallorca,2,2,D,2,1,H,13,12,7,5,20,13,9,5,2,4,0,0,1.95,3.4,3.8,1.9,3.15,3.85,1.9,3.2,3.6,1.83,3.2,3.75,1.85,3.25,3.75,2008
951,2008-01-19,Getafe,Sevilla,3,2,H,1,1,D,19,19,8,7,19,20,6,7,3,3,0,0,2.62,3.3,2.6,2.65,3.15,2.45,2.55,3.1,2.55,2.5,3.1,2.5,2.5,3.2,2.5,2008
952,2008-01-19,Villarreal,Valencia,3,0,H,1,0,H,12,5,7,2,14,21,4,5,1,2,0,0,2.0,3.3,3.75,2.2,3.15,03.05,2.2,3.1,3.0,2.1,3.1,3.1,2.0,3.2,3.4,2008
953,2008-01-20,Almeria,La Coruna,1,0,H,0,0,D,7,12,2,2,20,19,3,2,1,3,0,0,2.1,3.3,3.5,2.2,3.15,03.05,2.1,3.1,3.2,02.05,3.2,3.1,2.0,3.2,3.4,2008
954,2008-01-20,Ath Madrid,Real Madrid,0,2,A,0,2,A,19,8,6,5,24,15,7,5,5,4,0,0,2.75,3.3,2.5,2.7,3.15,2.4,2.9,3.0,2.3,2.7,3.0,2.38,2.75,3.1,2.4,2008
955,2008-01-20,Barcelona,Santander,1,0,H,1,0,H,12,9,2,1,10,19,5,2,1,2,0,0,1.28,5.25,11.0,1.3,4.25,10.0,1.25,4.8,9.5,1.29,4.2,9.0,1.18,5.5,13.0,2008
956,2008-01-20,Betis,Recreativo,1,1,D,0,0,D,12,13,4,4,22,13,4,7,2,1,0,0,2.1,3.3,3.5,02.05,3.1,3.45,2.1,3.0,3.3,2.0,3.2,3.2,2.1,3.0,3.4,2008
957,2008-01-20,Levante,Mallorca,2,2,D,1,1,D,10,13,6,4,13,16,4,6,3,1,0,0,3.2,3.25,2.25,3.0,3.1,2.25,2.9,3.0,2.3,2.8,3.2,2.2,3.2,3.0,2.2,2008
958,2008-01-20,Osasuna,Ath Bilbao,2,0,H,0,0,D,20,5,7,1,27,21,5,5,3,1,0,1,2.15,3.25,3.4,02.05,3.0,3.55,2.1,2.9,3.4,2.15,3.1,3.0,2.1,3.1,3.3,2008
959,2008-01-20,Valladolid,Espanol,2,1,H,2,0,H,8,15,5,6,20,23,5,8,1,3,0,0,2.4,3.25,2.9,2.5,3.15,2.6,2.5,3.1,2.6,2.4,3.1,2.6,2.35,3.1,2.8,2008
960,2008-01-20,Zaragoza,Murcia,3,1,H,1,0,H,13,11,7,3,24,18,5,9,2,0,0,0,1.72,3.5,5.0,1.7,3.25,4.8,1.8,3.2,4.0,1.73,3.2,4.33,1.7,3.4,4.5,2008
961,2008-01-26,Sevilla,Osasuna,2,1,H,0,0,D,18,6,8,4,14,22,9,5,4,5,0,2,1.57,3.75,6.0,1.5,3.75,6.0,1.55,3.4,5.8,1.5,3.4,6.0,1.5,3.5,6.5,2008
962,2008-01-27,Ath Bilbao,Barcelona,1,1,D,0,1,A,17,8,6,2,21,12,3,3,3,0,0,0,5.5,3.5,1.66,5.45,3.4,1.6,4.5,3.3,1.7,5.0,3.5,1.57,5.5,3.5,1.55,2008
963,2008-01-27,Espanol,Betis,1,2,A,0,1,A,15,18,5,5,14,22,6,5,1,0,0,0,1.9,3.2,4.5,1.7,3.3,4.7,1.7,3.3,4.5,1.67,3.3,4.5,1.75,3.4,4.35,2008
964,2008-01-27,La Coruna,Valladolid,3,1,H,1,0,H,12,12,8,6,21,12,3,6,2,0,0,1,2.5,3.3,2.75,2.4,3.15,2.7,2.4,3.1,2.7,2.5,3.1,2.5,2.3,3.1,2.9,2008
965,2008-01-27,Mallorca,Ath Madrid,1,0,H,1,0,H,10,9,5,2,24,19,7,6,2,3,0,1,2.62,3.2,2.7,2.55,3.1,2.5,2.8,3.1,2.3,2.5,3.1,2.5,2.35,3.0,2.9,2008
966,2008-01-27,Murcia,Levante,2,3,A,0,0,D,12,10,4,7,11,23,6,3,0,2,1,0,1.72,3.5,5.0,1.6,3.45,5.3,1.65,3.3,4.9,1.67,3.3,4.5,1.7,3.4,4.5,2008
967,2008-01-27,Real Madrid,Villarreal,3,2,H,1,1,D,18,15,12,4,13,19,9,12,1,2,0,0,1.5,4.0,7.0,1.45,3.8,6.6,1.4,3.7,7.5,1.5,3.4,6.0,1.4,4.0,7.0,2008
968,2008-01-27,Recreativo,Getafe,1,3,A,1,2,A,16,12,7,5,15,9,13,2,4,2,0,0,2.4,3.3,2.87,2.2,3.1,03.05,2.2,2.9,3.2,2.3,3.0,2.8,2.3,2.9,3.1,2008
969,2008-01-27,Santander,Zaragoza,2,2,D,1,0,H,11,6,3,4,16,14,6,3,1,3,0,0,2.25,3.3,3.1,2.15,3.1,3.2,2.2,3.0,3.1,2.1,3.1,3.1,2.25,3.1,3.0,2008
970,2008-01-27,Valencia,Almeria,0,1,A,0,1,A,9,4,4,1,23,17,6,3,3,4,0,0,1.61,3.6,6.0,1.6,3.4,5.4,1.65,3.4,4.7,1.62,3.3,5.0,1.6,3.5,5.0,2008
971,2008-02-02,Almeria,Real Madrid,2,0,H,1,0,H,11,16,4,7,19,16,6,8,3,4,0,0,5.0,3.75,1.66,5.85,3.25,1.6,5.2,3.4,1.6,5.0,3.5,1.57,5.0,3.4,1.6,2008
972,2008-02-02,Betis,La Coruna,0,1,A,0,1,A,12,11,0,5,18,12,7,6,3,4,0,0,02.05,3.25,3.75,2.0,3.15,3.5,1.9,3.2,3.6,1.95,3.1,3.5,2.0,3.2,3.4,2008
973,2008-02-03,Ath Madrid,Murcia,1,1,D,0,0,D,13,9,4,4,20,30,4,3,3,4,0,0,1.5,4.0,7.0,1.45,3.8,6.8,1.45,3.6,7.0,1.4,3.75,7.0,1.45,3.75,6.5,2008
974,2008-02-03,Barcelona,Osasuna,1,0,H,0,0,D,17,9,6,3,18,17,10,1,0,3,0,0,1.22,5.5,15.0,1.22,5.75,9.0,1.22,4.8,11.0,1.17,5.5,12.0,1.2,5.0,13.0,2008
975,2008-02-03,Getafe,Espanol,0,1,A,0,1,A,20,6,5,3,14,15,8,3,1,4,0,0,2.1,3.3,3.5,2.15,3.15,3.15,2.2,3.1,3.0,02.05,3.2,3.1,2.1,3.2,3.1,2008
976,2008-02-03,Levante,Santander,1,1,D,0,0,D,8,12,2,5,21,18,6,6,3,2,0,0,3.25,3.3,2.2,3.5,3.15,2.0,3.0,3.1,2.2,3.0,3.2,2.1,3.2,3.2,2.1,2008
977,2008-02-03,Recreativo,Sevilla,1,2,A,0,1,A,14,15,3,7,25,16,5,3,4,2,1,1,3.25,3.3,2.2,3.15,2.95,2.25,2.8,3.1,2.3,2.88,3.1,2.2,3.4,3.2,2.0,2008
978,2008-02-03,Valladolid,Valencia,0,2,A,0,0,D,15,5,6,2,17,22,7,1,1,3,0,0,2.25,3.3,3.2,2.45,3.2,2.65,2.2,3.1,3.0,2.2,3.2,2.8,2.2,3.2,3.0,2008
979,2008-02-03,Villarreal,Mallorca,1,1,D,1,1,D,13,11,5,3,13,20,1,7,0,4,0,0,1.75,3.3,5.5,1.7,3.2,5.0,1.7,3.3,4.5,1.7,3.3,4.33,1.65,3.4,4.5,2008
980,2008-02-03,Zaragoza,Ath Bilbao,1,0,H,1,0,H,12,12,3,4,21,16,5,2,2,4,0,1,1.83,3.4,4.5,1.85,3.15,04.05,1.85,3.2,3.8,1.8,3.1,4.0,1.8,3.2,4.0,2008
981,2008-02-09,La Coruna,Getafe,1,1,D,1,0,H,6,12,0,3,19,15,6,4,2,1,0,0,2.37,3.25,3.0,2.25,3.1,3.0,2.2,3.1,3.0,2.38,3.0,2.7,2.35,3.1,2.8,2008
982,2008-02-09,Murcia,Villarreal,0,1,A,0,0,D,8,8,2,1,13,22,6,3,2,4,0,0,3.1,3.3,2.3,3.4,3.1,02.05,2.8,3.1,2.3,2.8,3.1,2.25,3.25,3.3,2.3,2008
983,2008-02-09,Sevilla,Barcelona,1,1,D,1,0,H,19,13,6,5,20,14,2,2,3,4,1,0,2.8,3.25,2.5,2.65,3.1,2.5,2.55,3.1,2.55,2.62,2.9,2.5,2.7,3.2,2.35,2008
984,2008-02-10,Ath Bilbao,Levante,1,0,H,0,0,D,12,11,4,4,16,17,4,5,1,3,0,0,1.72,3.5,5.0,1.55,3.45,6.0,1.6,3.5,5.0,1.7,3.2,4.5,1.65,3.4,4.5,2008
985,2008-02-10,Espanol,Recreativo,1,2,A,1,2,A,10,22,3,3,17,18,3,4,4,4,0,0,1.61,3.6,6.0,1.5,3.75,6.0,1.65,3.4,4.7,1.57,3.3,5.5,1.65,3.4,4.5,2008
986,2008-02-10,Mallorca,Almeria,0,0,D,0,0,D,11,9,4,0,23,24,10,4,2,2,0,0,2.0,3.3,3.8,02.05,3.1,3.4,2.1,3.1,3.2,2.1,3.1,3.1,2.0,3.1,3.5,2008
987,2008-02-10,Osasuna,Zaragoza,1,0,H,1,0,H,14,7,5,3,22,17,11,1,5,2,0,0,2.37,3.25,3.0,2.25,3.1,3.0,2.3,3.1,2.8,2.38,3.0,2.7,2.35,3.1,2.8,2008
988,2008-02-10,Real Madrid,Valladolid,7,0,H,5,0,H,16,15,9,7,10,11,4,10,1,1,0,0,1.3,5.0,10.0,1.2,5.5,12.0,1.22,4.8,11.0,1.25,4.5,10.0,1.3,5.4,12.0,2008
989,2008-02-10,Santander,Ath Madrid,0,2,A,0,0,D,11,17,4,12,19,11,9,4,0,2,0,0,2.5,3.25,2.8,2.5,3.2,2.6,2.5,3.1,2.6,2.3,3.1,2.75,2.4,3.1,2.75,2008
990,2008-02-10,Valencia,Betis,3,1,H,2,0,H,12,12,6,4,14,21,8,3,3,5,0,0,1.72,3.5,5.0,1.75,3.2,4.55,1.7,3.2,4.7,1.73,3.2,4.33,1.75,3.6,5.1,2008
991,2008-02-16,Betis,Real Madrid,2,1,H,2,1,H,14,8,4,2,21,19,2,11,3,5,0,0,4.75,3.5,1.8,4.85,3.3,1.68,4.5,3.3,1.7,4.5,3.3,1.67,5.0,3.4,1.8,2008
992,2008-02-16,Espanol,Sevilla,2,4,A,1,2,A,15,10,8,6,25,16,10,3,3,3,1,0,2.5,3.3,2.75,2.4,3.15,2.7,2.5,3.1,2.6,2.4,3.1,2.6,2.5,3.2,2.5,2008
993,2008-02-16,Zaragoza,Barcelona,1,2,A,0,1,A,13,12,3,5,22,17,2,3,4,2,0,0,3.75,3.3,2.0,3.8,03.05,1.95,3.3,3.2,2.0,3.3,3.25,1.95,3.75,3.3,2.1,2008
994,2008-02-17,Almeria,Murcia,1,0,H,1,0,H,10,12,3,3,33,17,6,7,6,4,0,0,1.9,3.4,4.0,1.85,3.25,3.95,1.8,3.2,4.0,1.73,3.2,4.33,1.75,3.3,4.35,2008
995,2008-02-17,Ath Madrid,Ath Bilbao,1,2,A,1,2,A,14,13,3,5,18,22,2,5,4,2,1,0,1.61,3.75,5.5,1.55,3.5,5.7,1.6,3.5,5.0,1.53,3.5,5.5,1.6,3.4,5.0,2008
996,2008-02-17,Getafe,Valencia,0,0,D,0,0,D,16,7,4,2,14,19,3,2,3,3,0,1,2.4,3.4,2.8,2.5,3.15,2.6,2.5,3.1,2.6,2.4,3.1,2.6,2.35,3.2,2.7,2008
997,2008-02-17,Levante,Osasuna,2,1,H,0,1,A,10,15,4,5,26,24,6,3,4,3,0,0,2.87,3.4,2.37,2.75,3.1,2.4,2.7,3.1,2.4,2.75,3.2,2.25,2.9,3.2,2.25,2008
998,2008-02-17,Recreativo,La Coruna,3,2,H,0,1,A,10,14,4,4,22,23,7,2,4,3,1,0,2.3,3.25,3.1,2.25,03.05,03.05,2.3,3.0,2.9,2.2,3.1,2.88,2.25,3.2,2.9,2008
999,2008-02-17,Valladolid,Mallorca,1,1,D,1,0,H,16,11,6,6,17,14,6,6,1,1,0,1,2.25,3.25,3.2,2.2,2.9,3.3,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.25,2008
1000,2008-02-17,Villarreal,Santander,0,0,D,0,0,D,12,18,1,1,12,15,9,7,1,3,0,0,1.83,3.5,4.33,1.8,3.15,4.35,1.8,3.2,4.0,1.83,3.2,3.75,1.7,3.3,4.5,2008
1001,2008-02-23,Sevilla,Zaragoza,5,0,H,3,0,H,20,6,8,1,12,17,7,3,0,4,0,1,1.7,3.5,5.25,1.7,3.25,4.8,1.65,3.4,4.7,1.67,3.3,4.5,1.75,3.7,4.9,2008
1002,2008-02-23,Valencia,Recreativo,1,1,D,1,0,H,23,7,11,4,13,23,7,3,1,6,0,0,1.75,3.4,5.25,1.6,3.35,5.65,1.6,3.5,5.0,1.7,3.3,4.33,1.75,3.4,5.4,2008
1003,2008-02-24,Ath Bilbao,Villarreal,1,2,A,1,0,H,11,14,2,3,25,8,4,3,5,2,0,0,2.5,3.25,2.8,2.6,03.05,2.55,2.45,3.1,2.65,2.5,3.1,2.5,2.3,3.25,2.75,2008
1004,2008-02-24,Barcelona,Levante,5,1,H,2,1,H,21,8,8,4,11,8,8,4,0,0,0,0,1.12,8.0,21.0,1.1,7.5,16.0,1.12,6.0,16.0,1.11,6.0,17.0,1.14,8.5,21.0,2008
1005,2008-02-24,La Coruna,Espanol,2,0,H,2,0,H,16,11,9,2,17,14,8,1,3,1,0,0,2.4,3.3,2.87,2.55,3.15,2.55,2.4,3.1,2.7,2.4,3.1,2.6,2.4,3.1,2.75,2008
1006,2008-02-24,Mallorca,Betis,1,1,D,0,0,D,19,9,4,2,16,16,3,3,1,4,0,0,2.0,3.3,3.75,02.05,3.15,3.35,2.0,3.1,3.4,2.0,3.0,3.4,1.9,3.2,3.6,2008
1007,2008-02-24,Murcia,Valladolid,0,1,A,0,1,A,7,9,1,2,25,20,8,1,2,1,0,0,2.37,3.25,3.0,2.25,3.0,3.1,2.3,3.1,2.8,2.3,3.1,2.75,2.3,3.1,2.9,2008
1008,2008-02-24,Osasuna,Ath Madrid,3,1,H,2,1,H,18,7,10,2,23,22,5,2,1,3,0,0,2.4,3.1,3.1,2.5,3.15,2.6,2.4,3.1,2.7,2.38,3.1,2.62,2.25,3.25,2.8,2008
1009,2008-02-24,Real Madrid,Getafe,0,1,A,0,0,D,20,10,4,4,14,18,5,4,3,3,0,0,1.33,4.5,11.0,1.3,4.5,9.0,1.27,4.4,10.0,1.33,4.0,8.0,1.35,4.7,10.5,2008
1010,2008-02-24,Santander,Almeria,1,0,H,0,0,D,16,4,6,0,11,21,10,5,1,1,0,2,2.1,3.25,3.5,02.05,3.0,3.55,2.1,3.1,3.2,2.1,3.1,3.1,2.0,3.2,3.3,2008
1011,2008-03-01,Ath Madrid,Barcelona,4,2,H,2,1,H,8,17,6,5,15,16,0,5,4,4,0,0,3.75,3.4,2.0,3.25,3.25,02.05,3.4,3.1,2.0,3.5,3.2,1.91,3.6,3.25,1.9,2008
1012,2008-03-01,Espanol,Valencia,2,0,H,1,0,H,17,10,4,6,19,17,3,6,2,6,0,1,2.4,3.3,2.87,2.3,3.15,2.85,2.4,3.1,2.7,2.38,3.1,2.62,2.3,3.1,2.9,2008
1013,2008-03-01,La Coruna,Sevilla,2,1,H,1,1,D,11,13,4,3,14,19,5,10,2,3,0,0,2.9,3.4,2.35,3.25,3.15,2.1,2.75,3.1,2.35,2.88,3.1,2.2,3.0,3.2,2.2,2008
1014,2008-03-01,Recreativo,Real Madrid,2,3,A,1,1,D,12,9,7,5,15,17,8,5,3,2,2,1,4.33,3.4,1.83,4.5,3.35,1.7,4.0,3.2,1.8,3.8,3.25,1.8,4.7,3.4,1.85,2008
1015,2008-03-02,Almeria,Ath Bilbao,1,1,D,0,0,D,12,14,2,6,25,21,8,7,4,7,0,0,2.2,3.25,3.25,02.05,3.15,3.35,2.0,3.1,3.4,2.15,3.0,3.1,2.1,3.1,3.25,2008
1016,2008-03-02,Betis,Murcia,4,0,H,2,0,H,16,13,9,6,16,12,8,3,1,2,0,0,1.83,3.4,4.5,1.7,3.35,4.6,1.8,3.1,4.2,1.7,3.3,4.33,1.75,3.3,4.35,2008
1017,2008-03-02,Getafe,Mallorca,3,3,D,2,1,H,13,11,6,8,25,20,2,5,2,0,0,1,02.05,3.4,3.5,02.05,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,2.0,3.2,3.4,2008
1018,2008-03-02,Levante,Zaragoza,2,1,H,1,0,H,9,8,5,2,17,17,5,4,1,2,0,0,3.2,3.3,2.2,03.05,3.1,2.2,2.8,3.1,2.3,2.8,3.2,2.2,3.1,3.0,2.2,2008
1019,2008-03-02,Valladolid,Santander,0,1,A,0,0,D,9,11,2,4,18,15,3,8,2,1,0,0,2.3,3.25,3.1,2.45,2.95,2.8,2.3,3.0,2.9,2.3,3.1,2.75,2.25,3.2,2.9,2008
1020,2008-03-02,Villarreal,Osasuna,0,0,D,0,0,D,14,11,2,1,17,20,8,4,3,4,0,0,1.7,3.6,5.0,1.6,3.45,5.3,1.6,3.5,5.0,1.6,3.4,4.8,1.7,3.4,4.35,2008
1021,2008-03-08,Real Madrid,Espanol,2,1,H,1,1,D,19,9,7,2,12,25,3,7,1,5,0,1,1.5,3.75,7.5,1.45,3.9,6.5,1.4,3.8,7.0,1.5,3.4,6.0,1.55,3.75,7.5,2008
1022,2008-03-08,Zaragoza,Ath Madrid,2,1,H,1,1,D,13,11,3,8,20,17,3,3,3,3,0,0,2.6,3.25,2.65,2.55,3.15,2.55,2.45,3.1,2.65,2.6,3.1,2.4,2.7,3.35,2.65,2008
1023,2008-03-09,Ath Bilbao,Valladolid,2,0,H,1,0,H,9,22,5,2,22,21,3,10,3,2,0,1,2.1,3.3,3.5,2.1,3.15,3.25,2.0,3.1,3.4,2.0,3.0,3.4,2.0,3.2,3.4,2008
1024,2008-03-09,Barcelona,Villarreal,1,2,A,0,1,A,9,8,4,4,22,18,10,2,5,4,0,0,1.5,4.2,6.0,1.45,3.9,6.5,1.4,3.8,7.0,1.4,3.75,7.0,1.5,4.35,7.0,2008
1025,2008-03-09,Mallorca,Recreativo,7,1,H,5,1,H,19,12,11,3,13,13,7,3,1,1,0,0,2.0,3.3,3.75,1.8,3.25,4.2,1.9,3.1,3.8,1.91,3.0,3.75,1.9,3.2,3.75,2008
1026,2008-03-09,Murcia,Getafe,0,3,A,0,0,D,8,5,3,3,18,13,6,1,4,1,0,0,2.75,3.25,2.5,2.6,03.05,2.55,2.5,3.2,2.5,2.62,3.1,2.38,2.65,3.2,2.4,2008
1027,2008-03-09,Osasuna,Almeria,2,1,H,2,1,H,11,12,4,3,17,23,11,7,4,4,0,0,2.1,3.3,3.5,02.05,3.15,3.35,2.1,3.1,3.2,02.05,3.0,3.3,2.1,3.2,3.2,2008
1028,2008-03-09,Santander,Betis,3,0,H,0,0,D,27,9,10,4,18,18,4,6,0,2,0,1,2.0,3.3,3.75,1.9,3.25,3.75,2.0,3.0,3.6,1.91,3.1,3.6,2.0,3.2,3.4,2008
1029,2008-03-09,Sevilla,Levante,2,1,H,1,1,D,20,9,10,4,16,15,10,2,3,5,0,0,1.22,6.0,13.0,1.25,5.0,10.0,1.3,4.4,8.5,1.22,4.8,10.0,1.22,5.0,11.0,2008
1030,2008-03-09,Valencia,La Coruna,2,2,D,2,2,D,10,18,4,5,15,13,4,7,1,2,0,0,1.8,3.5,4.5,1.75,3.25,4.5,1.8,3.1,4.2,1.8,3.1,4.0,1.84,3.5,4.7,2008
1031,2008-03-15,Betis,Ath Bilbao,1,2,A,1,1,D,17,10,7,3,17,11,2,2,2,1,0,0,2.25,3.25,3.2,2.0,3.15,3.5,2.1,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.1,2008
